180002878,26.62,CORIANDER POWDER 500 GM,धनिया पाउडर 500 ग्राम,CORIANDER POWDER 500 GM,17-07-2025,1,44.37,08-08-2024,17-07-2024,12,1,92.43,ktm,92.43,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,92.43,0,0,Main Warehouse,2.5,0,ALE2400007,Open,RICE/PULSES/SPICES,0,PI18AAA2425,PATANJALI STORE,,26.62,0,1118.03,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,9092200,,0,1064.79,SPICES,12,135,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002735,26.42,BESAN 500 G,बेसन 500 ग्राम,BESAN 500 G,14-12-2024,1,55.63,08-08-2024,17-07-2024,20,1,55.63,ktm,55.63,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,55.63,0,0,Main Warehouse,2.5,0,PDCR240086,Open,FLOUR & SUGAR,0,PI18AAA2425,PATANJALI STORE,,26.42,0,1109.81,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,11061090,,0,1056.97,BESAN,20,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022362,36.73,TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),01-11-2024,1,0,08-08-2024,04-07-2024,8,1,183.66,ktm,183.66,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,183.66,0,0,Main Warehouse,2.5,0,PDBKQ24013,Open,FLOUR & SUGAR,0,PI18AAA2425,PATANJALI STORE,,36.73,0,1542.74,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,11010000,,0,1469.28,ATTA,8,215,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70690,34.71,SHAKTI RICE XXL MINI MOGRA-2 10 KG (T),शक्ति चावल XXL मिनी मोगरा-2 10 किग्रा,SHAKTI RICE XXL MINI MOGRA-2 10 KG (T),29-06-2026,1,0,08-08-2024,09-07-2024,4,1,347.08,ktm,347.08,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,347.08,0,0,Main Warehouse,2.5,0,E6M2400005,Open,RICE/PULSES/SPICES,0,PI18AAA2425,PATANJALI STORE,,34.71,0,1457.74,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,10063090,,0,1388.32,RICE,4,720,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000790,71.9,SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,SESAME OIL 1 L (B)-T,31-03-2025,1,0,08-08-2024,04-07-2024,12,1,239.66,ktm,239.66,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,239.66,0,0,Main Warehouse,2.5,0,JACQ240035,Open,PHYSICAL OIL & GHEE,0,PI18AAA2425,PATANJALI STORE,,71.9,0,3019.72,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,15155091,,0,2875.92,SESAME OIL,12,295,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002659,63.17,AMLA JUICE 1 L,आंवला रस 1 लीटर,AMLA JUICE 1 L,02-07-2025,1,143.56,08-08-2024,02-07-2024,12,1,99.7,ktm,99.7,FOOD,20-08-2024,PAL AK ,,Carton,100060,,6,TI2351AAA2425,5,0,99.7,0,0,Main Warehouse,6,0,AGH2400134,Open,JUICES & NATURAL BEVERAGES,0,PI18AAA2425,PATANJALI STORE,,63.17,0,1179.18,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK ,30049011,,0,1052.84,AMLA JUICE,12,140,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002657,94.76,ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,ALOEVERA JUICE 1 L (FIBRE),30-03-2025,1,215.35,08-08-2024,03-07-2024,12,1,149.55,ktm,149.55,FOOD,20-08-2024,PAL AK ,,Carton,100060,,6,TI2351AAA2425,5,0,149.55,0,0,Main Warehouse,6,0,PGD2400320,Open,JUICES & NATURAL BEVERAGES,0,PI18AAA2425,PATANJALI STORE,,94.76,0,1768.77,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK ,30049011,,0,1579.25,ALOEVERA JUICE,12,210,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002829,46.14,GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,GILOY JUICE 500 ML,07-06-2025,1,0,08-08-2024,07-06-2024,12,1,64.09,ktm,64.09,FOOD,20-08-2024,PAL AK ,,Carton,100060,,6,TI2351AAA2425,5,0,64.09,0,0,Main Warehouse,6,0,PFY2400010,Open,JUICES & NATURAL BEVERAGES,0,PI18AAA2425,PATANJALI STORE,,46.14,0,861.37,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK ,30049011,,0,769.08,MEDICATED JUICES,12,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80836,47.58,GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,GONYLE FLOOR CLEANER - 1 LTR,15-07-2025,1,0,08-08-2024,20-07-2024,12,1,44.06,ktm,50.35,NON FOOD,20-08-2024,PAL AK ,,Carton,100060,,9,TI2351AAA2425,5,0,44.06,0,0,Main Warehouse,9,0,2292/24-25,Open,HOME CARE,0,PI18AAA2425,PATANJALI STORE,,47.58,0,623.89,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK ,38084000,,0,528.72,GONYLE,12,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002937,153.76,MAKHANA 250 GM,मखाना 250 ग्राम,MAKHANA 250 GM,24-04-2025,1,0,08-08-2024,28-06-2024,16,1,384.4,ktm,384.4,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,384.4,0,0,Main Warehouse,2.5,0,AALI240050,Open,FLOUR & SUGAR,0,PI18AAA2425,PATANJALI STORE,,153.76,0,6457.92,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,8029000,,0,6150.4,DRY FRUITS,16,450,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005523,44.97,CREAMFEAST CHOCO BISCUIT 35 GM,क्रीमफीस्ट चोको बिस्किट 35 ग्राम,CREAMFEAST CHOCO BISCUIT 35 GM,06-01-2025,1,0,08-08-2024,10-07-2024,144,1,3.47,ktm,3.47,BISCUIT & CONFFECTIONARY,20-08-2024,PAL AK ,,Carton,100060,,9,TI2351AAA2425,5,0,3.47,0,0,Main Warehouse,9,0,GR94/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI18AAA2425,PATANJALI STORE,,44.97,0,589.62,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK ,19053100,,0,499.68,BISCUITS,144,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.14,4
180005525,44.97,CREAMFEAST ORANGE BISCUIT 35 GM,क्रीमफीस्ट ऑरेंज बिस्किट 35 ग्राम,CREAMFEAST ORANGE BISCUIT 35 GM,21-01-2025,1,0,08-08-2024,25-07-2024,144,1,3.47,ktm,3.47,BISCUIT & CONFFECTIONARY,20-08-2024,PAL AK ,,Carton,100060,,9,TI2351AAA2425,5,0,3.47,0,0,Main Warehouse,9,0,GS24/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI18AAA2425,PATANJALI STORE,,44.97,0,589.62,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK ,19053100,,0,499.68,BISCUITS,144,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.14,4
73505,79.27,SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),02-07-2027,2,0,08-08-2024,02-07-2024,60,2,7.34,ktm,7.49,NON FOOD,20-08-2024,PAL AK ,,Carton,100060,,9,TI2351AAA2425,5,0,7.34,0,0,Main Warehouse,9,0,AAXY240141,Open,HOME CARE,0,PI18AAA2425,PATANJALI STORE,,79.27,0,1039.34,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK ,34011941,,0,880.8,DISHWASH,120,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000756,36.07,URAD CHILKA 1000 GM (R1),उड़द दाल छिलका 1000 ग्राम,URAD CHILKA 1000 GM (R1),09-11-2024,1,0,08-08-2024,13-05-2024,10,1,144.26,ktm,144.26,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,144.26,0,0,Main Warehouse,2.5,0,BPRUC24005,Open,RICE/PULSES/SPICES,0,PI18AAA2425,PATANJALI STORE,,36.07,0,1514.73,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,7133110,,0,1442.6,PULSES,10,175,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002738,27.42,PUSHTAHAR DALIA 500 G,पुष्टाहार दलिया 500 ग्राम,PUSHTAHAR DALIA 500 G,06-04-2025,1,0,08-08-2024,10-07-2024,30,1,36.56,ktm,36.56,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,36.56,0,0,Main Warehouse,2.5,0,PDCQ240051,Open,FLOUR & SUGAR,0,PI18AAA2425,PATANJALI STORE,,27.42,0,1151.64,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,11031900,,0,1096.8,DALIA,30,45,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002931,48.54,BURA 1 KG,बूरा 1 किग्रा,BURA 1 KG,30-03-2025,1,0,08-08-2024,03-07-2024,30,1,64.72,ktm,64.72,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,64.72,0,0,Main Warehouse,2.5,0,AKI2400080,Open,FLOUR & SUGAR,0,PI18AAA2425,PATANJALI STORE,,48.54,0,2038.68,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,17029090,,0,1941.6,BURA,30,75,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003019,68.15,MUSTARD OIL 5 L (J)-T,सरसों का तेल 5 लीटर,MUSTARD OIL 5 L (J)-T,21-07-2025,1,0,08-08-2024,26-07-2024,4,1,681.47,ktm,681.47,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,681.47,0,0,Main Warehouse,2.5,0,N3B2400025,Open,PHYSICAL OIL & GHEE,0,PI18AAA2425,PATANJALI STORE,,68.15,0,2862.17,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,15149920,,0,2725.88,MUSTARD OIL,4,775,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000831,0,SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,SENDHA NAMAK 1 KG - T,22-05-2026,1,0,08-08-2024,01-06-2024,25,1,40.36,ktm,40.36,FOOD,20-08-2024,PAL AK ,,Carton,100060,,0,TI2351AAA2425,5,0,40.36,0,0,Main Warehouse,0,0,SRS24,Open,FLOUR & SUGAR,0,PI18AAA2425,PATANJALI STORE,,0,0,1009,05AAECK5765H1ZE,-10298287.24,0,0,PAL AK ,25010010,,0,1009,NAMAK,25,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
72271,76.91,HERBAL HANDWASH (ANTI BACTERIAL) 750 ML,हर्बल हैंडवॉश (एंटी बैक्टीरियल) 750 मि.ली.,HERBAL HANDWASH (ANTI BACTERIAL) 750 ML,25-06-2026,1,0,08-08-2024,05-07-2024,12,1,71.21,ktm,79.12,NON FOOD,20-08-2024,PAL AK ,,Carton,100060,,9,TI2351AAA2425,5,0,71.21,0,0,Main Warehouse,9,0,AAIX240047,Open,NATURAL PERSONAL CARE,0,PI18AAA2425,PATANJALI STORE,,76.91,0,1008.33,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK ,34013019,,0,854.52,HAND WASH & SANITIZER,12,110,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003018,155.32,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,19-07-2025,4,0,08-08-2024,24-07-2024,12,4,129.43,ktm,129.43,FOOD,20-08-2024,PAL AK ,,Carton,100060,,2.5,TI2351AAA2425,5,0,129.43,0,0,Main Warehouse,2.5,0,N2B2400055,Open,PHYSICAL OIL & GHEE,0,PI18AAA2425,PATANJALI STORE,,155.32,0,6523.27,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK ,15149920,,0,6212.64,MUSTARD OIL,48,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80868,133.56,DIVYA SWASARI PRAVAHI - 250 ML - T,दिव्य स्वासारी प्रवाही 250 मि.ली.,DIVYA SWASARI PRAVAHI - 250 ML - T,05-04-2027,1,0,08-08-2024,20-04-2024,40,1,55.65,ktm,63.24,NON FOOD,20-08-2024,PAL AK ,,Carton,100060,,6,TI2351AAA2425,5,0,55.65,0,0,Main Warehouse,6,0,BSSP240028,Open,NATURAL PERSONAL CARE,0,PI18AAA2425,PATANJALI STORE,,133.56,0,2493.12,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK ,30049011,,0,2226,SWASARI PRAVAHI,40,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81096,200.89,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,दिव्य मुक्तावटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,10-05-2029,0.13,0,08-08-2024,05-06-2024,160,20,167.41,ktm,167.41,FOOD,20-08-2024,PAL AK ,,PCS,100060,,6,TI2351AAA2425,5,0,167.41,0,0,Main Warehouse,6,0,AMUE240079,Open,JUICES & NATURAL BEVERAGES,0,PI18AAA2425,PATANJALI STORE,,200.89,0,3749.98,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK ,30049011,,0,3348.2,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81846,48.56,KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्लैक),KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,27-05-2025,0.33,0,08-08-2024,01-06-2024,120,40,13.49,ktm,13.49,NON FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,9,TI2352AAA2425,5,0,13.49,0,0,Main Warehouse,9,0,ANBL240144,Open,NATURAL PERSONAL CARE,0,PI19AAA2425,PATANJALI STORE,,48.56,0,636.73,05AAECK5765H1ZE,-10298287.24,18,0,AL OPEN AK ,33059090,,0,539.6,HERBAL MEHANDI & COLOUR,40,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81244,139.52,DIVYA SHUDDHI CHURNA 100 GM - T,दिव्य शुद्धि चूर्ण 100 ग्राम,DIVYA SHUDDHI CHURNA 100 GM - T,26-05-2026,0.25,0,08-08-2024,05-06-2024,100,25,93.01,ktm,93.01,FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,93.01,0,0,Main Warehouse,6,0,ADSC240027,Open,JUICES & NATURAL BEVERAGES,0,PI19AAA2425,PATANJALI STORE,,139.52,0,2604.28,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,2325.25,MEDICINE,25,125,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82878,267.85,DIVYA MADHUGRIT 60 N - T,दिव्य मधुग्रिट 60 नग,DIVYA MADHUGRIT 60 N - T,18-05-2027,0.13,0,08-08-2024,02-06-2024,160,20,223.21,ktm,223.21,FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,223.21,0,0,Main Warehouse,6,0,BMDT240049,Open,JUICES & NATURAL BEVERAGES,0,PI19AAA2425,PATANJALI STORE,,267.85,0,4999.9,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,4464.2,MEDICINE,20,300,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81093,200.89,DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,दिव्य मधुनाशिनी वटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,18-05-2027,0.13,0,08-08-2024,02-06-2024,160,20,167.41,ktm,167.41,FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,167.41,0,0,Main Warehouse,6,0,BMNE240160,Open,JUICES & NATURAL BEVERAGES,0,PI19AAA2425,PATANJALI STORE,,200.89,0,3749.98,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,3348.2,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81094,223.21,DIVYA MEDHA VATI EX.POWER 30X4 TAB,दिव्य मेधा वटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MEDHA VATI EX.POWER 30X4 TAB,25-03-2029,0.13,0,08-08-2024,20-04-2024,160,20,186.01,ktm,186.01,FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,186.01,0,0,Main Warehouse,6,0,BMDE240056,Open,JUICES & NATURAL BEVERAGES,0,PI19AAA2425,PATANJALI STORE,,223.21,0,4166.62,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,3720.2,MEDICINE,20,250,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81433,35.72,Mahayograj Guggul 60 Tab,महायोगराज गुग्गुल 60 टैबलेट,Mahayograj Guggul 60 Tab,14-04-2029,0.05,0,08-08-2024,10-05-2024,400,20,71.43,ktm,71.43,PHARMACY,20-08-2024,PAL OPEN AK ,,PCS,100060,,2.5,TI2352AAA2425,5,0,71.43,0,0,Main Warehouse,2.5,0,BMYG240006,Non-Open,MEDICINES,0,PI19AAA2425,PATANJALI STORE,,35.72,0,1500.03,05AAECK5765H1ZE,-10298287.24,5,0,AL OPEN AK ,30049011,,0,1428.6,VATI & GUGGAL,20,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81097,14.88,TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,TRIPHALA CHURNA -100GM,26-05-2026,0.25,0,08-08-2024,05-06-2024,100,25,23.81,ktm,23.81,FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,2.5,TI2352AAA2425,5,0,23.81,0,0,Main Warehouse,2.5,0,ATPC240079,Open,JUICES & NATURAL BEVERAGES,0,PI19AAA2425,PATANJALI STORE,,14.88,0,625.01,05AAECK5765H1ZE,-10298287.24,5,0,AL OPEN AK ,30049011,,0,595.25,MEDICINE,25,30,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
1037,107.21,ANTI WRINKLE CREAM 50 G,एंटी रिंकल क्रीम 50 ग्राम,ANTI WRINKLE CREAM 50 G,13-06-2026,0.13,0,08-08-2024,13-06-2024,96,12,99.27,ktm,107.9,NON FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,9,TI2352AAA2425,5,0,99.27,0,0,Main Warehouse,9,0,AAR2400006,Open,NATURAL PERSONAL CARE,0,PI19AAA2425,PATANJALI STORE,,107.21,0,1405.66,05AAECK5765H1ZE,-10298287.24,18,0,AL OPEN AK ,33049910,,0,1191.24,SKIN CARE,12,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
83511,223.22,DIVYA KAYAKALP TAILA ADVANCE 100 ML,दिव्य कायाकल्प तैल एडवांस 100 मि.ली.,DIVYA KAYAKALP TAILA ADVANCE 100 ML,10-03-2027,0.25,0,08-08-2024,10-03-2024,100,25,148.81,ktm,148.81,PHARMACY,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,148.81,0,0,Main Warehouse,6,0,BKTA240007,Non-Open,MEDICINES,0,PI19AAA2425,PATANJALI STORE,,223.22,0,4166.68,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,3720.25,DIVYA PRODUCTS,25,200,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
3072,89.28,Divya Swasari Kwath 100 Gm,दिव्य स्वासारी क्वाथ 100 ग्राम,Divya Swasari Kwath 100 Gm,23-02-2026,0.5,0,08-08-2024,05-03-2024,50,25,59.52,ktm,59.52,PHARMACY,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,59.52,0,0,Main Warehouse,6,0,ASSK240010,Non-Open,MEDICINES,0,PI19AAA2425,PATANJALI STORE,,89.28,0,1666.56,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,1488,ASAV & KWATH,25,80,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81560,15.88,Triphala Guggul 40 Tab,त्रिफला गुग्गुल 40 टैबलेट,Triphala Guggul 40 Tab,14-04-2029,0.05,0,08-08-2024,10-05-2024,400,20,31.75,ktm,31.75,PHARMACY,20-08-2024,PAL OPEN AK ,,PCS,100060,,2.5,TI2352AAA2425,5,0,31.75,0,0,Main Warehouse,2.5,0,BTPG240026,Non-Open,MEDICINES,0,PI19AAA2425,PATANJALI STORE,,15.88,0,666.75,05AAECK5765H1ZE,-10298287.24,5,0,AL OPEN AK ,30049011,,0,635,VATI & GUGGAL,20,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73311,81.18,EARGRIT EARDROP 15 ML,ईयरग्रिट ईयरड्रॉप 15 मि.ली.,EARGRIT EARDROP 15 ML,05-04-2025,0.13,0,08-08-2024,05-04-2024,160,20,67.65,ktm,67.65,PHARMACY,20-08-2024,PAL OPEN AK ,,PCS,100060,,6,TI2352AAA2425,5,0,67.65,0,0,Main Warehouse,6,0,AAWB240006,Open,NATURAL PERSONAL CARE,0,PI19AAA2425,PATANJALI STORE,,81.18,0,1515.36,05AAECK5765H1ZE,-10298287.24,12,0,AL OPEN AK ,30049011,,0,1353,EAR DROP,20,95,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70576,124.31,SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,SAUNDARYA ALOEVERA GEL 150 ML,25-12-2025,0.33,0,08-08-2024,03-07-2024,60,20,69.06,ktm,71.94,NON FOOD,20-08-2024,PAL OPEN AK ,,PCS,100060,,9,TI2352AAA2425,5,0,69.06,0,0,Main Warehouse,9,0,AAHP240112,Open,NATURAL PERSONAL CARE,0,PI19AAA2425,PATANJALI STORE,,124.31,0,1629.82,05AAECK5765H1ZE,-10298287.24,18,0,AL OPEN AK ,33049910,,0,1381.2,ALOEVERA GEL,20,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
3073,9.92,Trikatu Churna 10 Gm,त्रिकटु चूर्ण 10 ग्राम,Trikatu Churna 10 Gm,10-01-2026,0.05,0,16-08-2024,21-01-2024,500,25,15.87,ktm,15.87,PHARMACY,20-08-2024,DIVYA AK,,PCS,100060,,2.5,TI2506AAA2425,5,0,15.87,0,0,Main Warehouse,2.5,0,ATKC240004,Non-Open,MEDICINES,0,PI20AAA2425,PATANJALI STORE,,9.92,0,416.59,05AAECK5765H1ZE,-10298287.24,5,0,DIVYA AK,30049011,,0,396.75,BHASMA & NPDs,25,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
71220,103.36,BALM 25 GM (144 PC),बाम 25 ग्राम (144 नग),BALM 25 GM (144 PC),01-07-2027,0.33,0,16-08-2024,01-07-2024,144,48,35.89,ktm,42.73,NON FOOD,20-08-2024,DIVYA AK,,PCS,100060,,6,TI2506AAA2425,5,0,35.89,0,0,Main Warehouse,6,0,AV12400024,Open,NATURAL PERSONAL CARE,0,PI20AAA2425,PATANJALI STORE,,103.36,0,1929.45,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA AK,30049011,,0,1722.72,BALM,48,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81507,41.79,DIVYA MAHAMANJISTHADI KW. PRA.- 450ML,दिव्य महामंजिष्ठादि क्वाथ प्रायोगिक 450 मि.ली.,DIVYA MAHAMANJISTHADI KW. PRA.- 450ML,20-03-2034,1,428.57,16-08-2024,11-05-2024,20,1,105,ktm,107.14,FOOD,20-08-2024,DIVYA AK,,Carton,100060,,2.5,TI2506AAA2425,5,0,105,0,0,Main Warehouse,2.5,0,MMP240007,Open,JUICES & NATURAL BEVERAGES,0,PI20AAA2425,PATANJALI STORE,,41.79,0,1755,05AAECK5765H1ZE,-10298287.24,5,0,DIVYA AK,30049011,,0,1671.43,MEDICINE,20,135,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022361,87.56,TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),21-11-2024,2,0,16-08-2024,24-07-2024,5,2,350.22,ktm,350.22,FOOD,20-08-2024,PAL AK,,Carton,100060,,2.5,TI2507AAA2425,5,0,350.22,0,0,Main Warehouse,2.5,0,PDBKP24016,Open,FLOUR & SUGAR,0,PI21AAA2425,PATANJALI STORE,,87.56,0,3677.31,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,11010000,,0,3502.2,ATTA,10,410,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002928,54.56,MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,MADHURAM 1 KG,22-07-2025,1,0,16-08-2024,22-07-2024,30,1,72.75,ktm,72.75,FOOD,20-08-2024,PAL AK,,Carton,100060,,2.5,TI2507AAA2425,5,0,72.75,0,0,Main Warehouse,2.5,0,AHG2400166,Open,FLOUR & SUGAR,0,PI21AAA2425,PATANJALI STORE,,54.56,0,2291.63,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,17011410,,0,2182.5,MADHURAM,30,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005517,130.14,DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),DOODH BISCUIT 70 GM (100 PC),22-01-2025,2,0,16-08-2024,26-07-2024,100,2,7.23,ktm,7.23,BISCUIT & CONFFECTIONARY,20-08-2024,PAL AK,,Carton,100060,,9,TI2507AAA2425,5,0,7.23,0,0,Main Warehouse,9,0,GT24/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI21AAA2425,PATANJALI STORE,,130.14,0,1706.28,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,19053100,,0,1446,BISCUITS,200,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
74432,0,AASTHA ROLI (POUCH)-20G,आस्था रोली (पाउच) 20 ग्राम,AASTHA ROLI (POUCH)-20G,27-06-2027,0.22,0,14-08-2024,12-07-2024,432,96,6.17,ktm,6.17,AASTHA DIVISION,20-08-2024,,PO22AAA2425,PCS,110997,,0,TI30189AAA2425,5,0,6.17,0,0,Main Warehouse,0,0,ABVT240002,Open,POOJA SAMAGRI,0,PI22AAA2425,PATANJALI STORE,,0,0,592.32,05AELPS3782C1ZD,272070,0,0,,33049940,,0,592.32,ROLI-POUCH,96,15,0,DEEPAK TRADERS,500875,0,0,0,0,0
